AppID	Name	Positive	Negative	Rating
620 	Portal 2 	119,746 	1,566 	97.27%
427520 	Factorio 	34,840 	508 	96.49%
292030 	The Witcher 3: Wild Hunt 	150,570 	3,556 	96.38%
10 	Counter-Strike 	109,810 	2,689 	96.17%
400 	Portal 	45,014 	926 	96.09%
250900 	The Binding of Isaac: Rebirth 	65,496 	1,576 	95.97%
105600 	Terraria 	217,728 	6,504 	95.95%
413150 	Stardew Valley 	87,703 	2,325 	95.89%
227300 	Euro Truck Simulator 2 	136,431 	4,082 	95.77%
550 	Left 4 Dead 2 	219,015 	7,031 	95.74%
264200 	One Finger Death Punch 	13,378 	216 	95.65%
219150 	Hotline Miami 	41,873 	1,051 	95.63%
48700 	Mount & Blade: Warband 	66,590 	1,869 	95.61%
238460 	BattleBlock Theater 	44,302 	1,151 	95.59%
213670 	South Park™: The Stick of Truth™ 	34,365 	845 	95.56%
698780 	Doki Doki Literature Club 	90,180 	2,778 	95.51%
219740 	Don't Starve 	56,384 	1,678 	95.38%
294100 	RimWorld 	23,220 	554 	95.37%
49520 	Borderlands 2 	123,610 	4,205 	95.35%
424280 	Iron Snout 	12,526 	236 	95.35%
250320 	The Wolf Among Us 	20,325 	489 	95.26%
205100 	Dishonored 	38,497 	1,132 	95.20%
253230 	A Hat in Time 	7,299 	116 	95.12%
319630 	Life is Strange™ 	107,208 	3,889 	95.09%
322330 	Don't Starve Together 	84,619 	2,995 	95.07%
420530 	OneShot 	7,355 	126 	95.02%
8930 	Sid Meier's Civilization V 	119,873 	4,519 	95.01%
207610 	The Walking Dead 	43,113 	1,388 	95.01%
206440 	To the Moon 	38,900 	1,230 	95.00%
220 	Half-Life 2 	59,218 	2,104 	94.88%
351640 	Eternal Senia 	9,186 	198 	94.84%
745880 	東方天空璋 ～ Hidden Star in Four Seasons. 	3,738 	41 	94.82%
212680 	FTL: Faster Than Light 	39,466 	1,339 	94.81%
4000 	Garry's Mod 	323,502 	14,437 	94.74%
214560 	Mark of the Ninja 	13,992 	380 	94.70%
221640 	Super Hexagon 	19,248 	584 	94.66%
312990 	The Expendabros 	14,232 	408 	94.58%
274190 	Broforce 	27,921 	955 	94.57%
204360 	Castle Crashers 	44,268 	1,662 	94.55%
206190 	Gunpoint 	10,017 	257 	94.55%
400910 	Rabi-Ribi 	5,479 	105 	94.54%
447530 	VA-11 Hall-A: Cyberpunk Bartender Action 	8,846 	217 	94.54%
337340 	Finding Paradise 	4,506 	77 	94.50%
341800 	Keep Talking and Nobody Explodes 	4,664 	84 	94.46%
203160 	Tomb Raider 	79,904 	3,368 	94.44%
107100 	Bastion 	26,011 	921 	94.42%
55230 	Saints Row: The Third 	41,145 	1,601 	94.39%
3590 	Plants vs. Zombies: Game of the Year 	11,896 	349 	94.38%
425580 	The Room Two 	5,717 	126 	94.33%
420110 	NEKOPARA Vol. 2 	8,019 	209 	94.31%
261570 	Ori and the Blind Forest 	24,763 	914 	94.26%
238320 	Outlast 	41,359 	1,699 	94.20%
288160 	The Room 	8,196 	226 	94.20%
247080 	Crypt of the NecroDancer 	12,635 	405 	94.19%
602520 	NEKOPARA Vol. 3 	6,452 	162 	94.19%
391540 	Undertale 	89,383 	4,118 	94.14%
240 	Counter-Strike: Source 	69,031 	3,144 	94.07%
268910 	Cuphead 	31,782 	1,297 	94.07%
620980 	Beat Saber 	1,742 	13 	94.06%
113200 	The Binding of Isaac 	42,384 	1,823 	94.04%
433950 	Bit Blaster XL 	4,680 	108 	94.02%
70 	Half-Life 	22,769 	890 	94.01%
8870 	BioShock Infinite 	72,727 	3,409 	93.98%
35140 	Batman: Arkham Asylum GOTY Edition 	18,138 	691 	93.94%
412830 	STEINS;GATE 	4,216 	96 	93.93%
22380 	Fallout: New Vegas 	57,252 	2,666 	93.89%
367580 	Hook 	5,941 	166 	93.85%
239030 	Papers, Please 	22,954 	949 	93.82%
435400 	Hidden Folks 	2,747 	49 	93.82%
1250 	Killing Floor 	51,872 	2,490 	93.71%
387290 	Ori and the Blind Forest: Definitive Edition 	11,729 	434 	93.70%
322170 	Geometry Dash 	46,268 	2,202 	93.69%
639790 	DEEP SPACE WAIFU 	5,273 	151 	93.67%
236090 	Dust: An Elysian Tail 	14,615 	576 	93.66%
250760 	Shovel Knight: Treasure Trove 	8,716 	301 	93.65%
339800 	HuniePop 	15,522 	625 	93.63%
555220 	Detention 	5,933 	181 	93.63%
261030 	The Walking Dead: Season Two 	20,415 	882 	93.58%
200260 	Batman: Arkham City GOTY 	23,627 	1,061 	93.53%
433340 	Slime Rancher 	18,589 	798 	93.53%
644560 	Mirror 	8,461 	302 	93.53%
35720 	Trine 2 	15,342 	636 	93.52%
413410 	Danganronpa: Trigger Happy Havoc 	4,401 	124 	93.51%
282070 	This War of Mine 	41,656 	2,050 	93.49%
9420 	Supreme Commander: Forged Alliance 	4,284 	122 	93.45%
411960 	TY the Tasmanian Tiger 	1,552 	20 	93.41%
597220 	West of Loathing 	2,171 	41 	93.41%
413420 	Danganronpa 2: Goodbye Despair 	3,599 	96 	93.40%
257510 	The Talos Principle 	14,943 	641 	93.38%
102600 	Orcs Must Die! 	5,087 	162 	93.35%
282140 	SOMA 	13,217 	562 	93.32%
418240 	Shadow Tactics: Blades of the Shogun 	6,875 	251 	93.26%
330830 	Tales from the Borderlands 	13,563 	590 	93.25%
499440 	klocki 	3,158 	84 	93.25%
223470 	POSTAL 2 	31,946 	1,616 	93.22%
239820 	Game Dev Tycoon 	25,303 	1,241 	93.21%
333600 	NEKOPARA Vol. 1 	14,468 	644 	93.21%
346010 	Besiege 	23,210 	1,126 	93.20%
70400 	Recettear: An Item Shop's Tale 	4,805 	159 	93.19%
324160 	CLANNAD 	1,609 	26 	93.19%
242680 	Nuclear Throne 	8,885 	357 	93.18%
266010 	LYNE 	6,767 	252 	93.18%
287980 	Mini Metro 	6,187 	225 	93.17%
304430 	INSIDE 	17,114 	799 	93.15%
260230 	Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™ 	14,262 	645 	93.14%
331470 	Everlasting Summer 	27,163 	1,380 	93.11%
312530 	Duck Game 	13,574 	614 	93.10%
246420 	Kingdom Rush 	4,667 	158 	93.09%
225080 	Brothers - A Tale of Two Sons 	29,942 	1,550 	93.08%
407900 	Princess Remedy in a World of Hurt 	2,049 	45 	93.06%
35700 	Trine 	8,665 	360 	93.05%
732430 	Superflight 	3,549 	109 	93.04%
201790 	Orcs Must Die! 2 	12,728 	580 	93.02%
12900 	Audiosurf 	8,819 	372 	93.01%
440 	Team Fortress 2 	477,273 	31,366 	92.99%
200510 	XCOM: Enemy Unknown 	35,395 	1,913 	92.99%
360740 	Downwell 	3,853 	125 	92.99%
237930 	Transistor 	20,546 	1,032 	92.98%
70300 	VVVVVV 	6,394 	251 	92.96%
504230 	Celeste 	1,955 	44 	92.95%
344770 	fault - milestone two side:above 	1,554 	29 	92.93%
405640 	Pony Island 	8,453 	361 	92.92%
231160 	The Swapper 	5,383 	204 	92.90%
72850 	The Elder Scrolls V: Skyrim 	229,219 	14,775 	92.89%
24980 	Mass Effect 2 	9,834 	440 	92.88%
13230 	Unreal Tournament 2004 	1,968 	47 	92.84%
40800 	Super Meat Boy 	22,828 	1,204 	92.83%
219890 	Antichamber 	11,650 	549 	92.82%
557600 	Gorogoa 	2,633 	76 	92.82%
646570 	Slay the Spire 	11,141 	520 	92.82%
552280 	Tayutama 2 -you're the only one- 	1,164 	17 	92.79%
204450 	Call of Juarez Gunslinger 	12,174 	587 	92.76%
578620 	GORN 	1,972 	49 	92.76%
4700 	Medieval II: Total War 	8,740 	398 	92.71%
18500 	Defense Grid: The Awakening 	3,128 	103 	92.70%
471710 	Rec Room 	2,461 	72 	92.70%
200710 	Torchlight II 	27,673 	1,549 	92.68%
588650 	Dead Cells 	15,192 	777 	92.68%
317400 	Portal Stories: Mel 	8,868 	410 	92.67%
615610 	Orbt XL 	1,556 	34 	92.66%
630 	Alien Swarm 	16,942 	894 	92.63%
368340 	CrossCode 	2,782 	89 	92.63%
221380 	Age of Empires II: HD Edition 	45,965 	2,774 	92.59%
388210 	Day of the Tentacle Remastered 	2,171 	62 	92.59%
495890 	Montaro 	9,015 	427 	92.59%
207690 	Botanicula 	3,236 	113 	92.58%
41700 	S.T.A.L.K.E.R.: Call of Pripyat 	8,316 	388 	92.57%
500 	Left 4 Dead 	15,197 	803 	92.54%
50130 	Mafia II 	27,944 	1,611 	92.54%
227000 	Primordia 	1,622 	39 	92.54%
282900 	Hyperdimension Neptunia Re;Birth1 	8,096 	379 	92.54%
362680 	Fran Bow 	3,948 	151 	92.53%
406150 	Refunct 	10,124 	499 	92.52%
434570 	Blood and Bacon 	14,601 	771 	92.51%
316720 	planetarian ~the reverie of a little planet~ 	1,386 	30 	92.49%
367520 	Hollow Knight 	20,679 	1,160 	92.48%
501300 	What Remains of Edith Finch 	6,526 	295 	92.47%
200900 	Cave Story+ 	4,879 	204 	92.46%
265890 	Hexcells 	3,219 	117 	92.45%
511470 	Glass Masquerade 	1,091 	19 	92.44%
245550 	Free to Play 	10,642 	542 	92.43%
335670 	LISA 	6,454 	294 	92.43%
217980 	Dishonored RHCP 	1,958 	57 	92.40%
420 	Half-Life 2: Episode Two 	12,191 	643 	92.38%
430960 	Lucy -The Eternity She Wished For- 	4,157 	170 	92.37%
13240 	Unreal Tournament: Game of the Year Edition 	1,875 	54 	92.36%
370360 	TIS-100 	2,251 	72 	92.35%
435150 	Divinity: Original Sin 2 	26,245 	1,560 	92.35%
519860 	DUSK 	1,126 	22 	92.32%
293780 	Crawl 	3,280 	126 	92.30%
339350 	Choice of Robots 	1,609 	43 	92.30%
450540 	Hot Dogs, Horseshoes & Hand Grenades 	1,695 	47 	92.30%
57300 	Amnesia: The Dark Descent 	18,263 	1,052 	92.27%
4500 	S.T.A.L.K.E.R.: Shadow of Chernobyl 	8,864 	453 	92.26%
218410 	Defender's Quest: Valley of the Forgotten 	2,556 	90 	92.25%
220200 	Kerbal Space Program 	45,299 	2,914 	92.25%
558990 	Opus Magnum 	1,127 	23 	92.25%
347620 	Gaokao.Love.100Days 	4,226 	180 	92.24%
359050 	Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad 	7,823 	393 	92.22%
7670 	BioShock 	18,894 	1,108 	92.21%
40970 	Stronghold Crusader HD 	3,584 	146 	92.21%
623080 	planetarian HD 	745 	9 	92.17%
22330 	The Elder Scrolls IV: Oblivion 	11,838 	656 	92.13%
304410 	Hexcells Infinite 	1,755 	54 	92.10%
236450 	PAC-MAN Championship Edition DX+ 	5,843 	283 	92.09%
373770 	LiEat 	2,152 	74 	92.09%
428550 	Momodora: Reverie Under the Moonlight 	4,456 	201 	92.09%
22320 	The Elder Scrolls III: Morrowind 	8,442 	448 	92.05%
220440 	DmC Devil May Cry 	12,635 	722 	92.04%
248310 	Freedom Planet 	3,377 	142 	92.03%
460120 	Megadimension Neptunia VII 	2,026 	69 	92.03%
48000 	LIMBO 	28,244 	1,812 	92.00%
245170 	Skullgirls 	12,976 	751 	92.00%
296470 	Mount Your Friends 	6,080 	304 	92.00%
212480 	Sonic & All-Stars Racing Transformed Collection 	9,731 	537 	91.99%
302380 	Floating Point 	3,187 	133 	91.99%
458710 	Kingdom Rush Frontiers 	1,877 	63 	91.97%
280220 	Creeper World 3: Arc Eternal 	2,074 	74 	91.93%
202170 	Sleeping Dogs™ 	14,577 	873 	91.92%
40700 	Machinarium 	4,406 	208 	91.90%
49600 	Beat Hazard 	6,048 	311 	91.88%
502800 	SENRAN KAGURA ESTIVAL VERSUS 	2,199 	82 	91.88%
353270 	Hyperdimension Neptunia Re;Birth3 V Generation 	2,278 	87 	91.85%
559210 	Rakuen 	1,139 	29 	91.85%
436820 	Waltz of the Wizard 	912 	19 	91.84%
327140 	Tilt Brush 	719 	11 	91.83%
333640 	Caves of Qud 	1,133 	29 	91.83%
3830 	Psychonauts 	7,491 	409 	91.82%
568770 	Cinderella Phenomenon 	1,521 	48 	91.82%
41050 	Serious Sam Classic: The First Encounter 	1,229 	34 	91.80%
248820 	Risk of Rain 	21,283 	1,378 	91.77%
286160 	Tabletop Simulator 	10,295 	605 	91.74%
47780 	Dead Space 2 	8,008 	452 	91.72%
429660 	Tales of Berseria 	5,293 	274 	91.72%
410320 	EARTH DEFENSE FORCE 4.1 The Shadow of New Despair 	3,143 	141 	91.71%
6910 	Deus Ex: Game of the Year Edition 	5,402 	283 	91.69%
265610 	Epic Battle Fantasy 4 	1,908 	71 	91.69%
398850 	Epistory - Typing Chronicles 	2,638 	112 	91.69%
504210 	SHENZHEN I/O 	1,297 	39 	91.69%
220780 	Thomas Was Alone 	7,326 	412 	91.66%
562220 	Zup! 2 	4,167 	207 	91.64%
78000 	Bejeweled 3 	2,394 	100 	91.62%
287390 	Metro: Last Light Redux 	17,017 	1,103 	91.62%
554620 	Life is Strange: Before the Storm 	16,645 	1,076 	91.62%
251290 	The Legend of Heroes: Trails in the Sky SC 	966 	24 	91.61%
233450 	Prison Architect 	28,321 	1,957 	91.59%
322190 	SteamWorld Heist 	2,188 	89 	91.59%
588040 	WILL: A Wonderful World 	2,596 	113 	91.59%
450390 	The Lab 	2,407 	102 	91.58%
2600 	Vampire: The Masquerade - Bloodlines 	5,389 	290 	91.57%
17460 	Mass Effect 	9,163 	548 	91.56%
373390 	Contradiction - the all-video murder mystery adventure 	1,448 	49 	91.55%
264710 	Subnautica 	65,080 	4,871 	91.54%
8980 	Borderlands 	20,481 	1,382 	91.52%
422970 	Devil Daggers 	3,994 	202 	91.52%
481510 	Night in the Woods 	5,249 	284 	91.52%
318130 	Doom & Destiny 	1,394 	47 	91.51%
251990 	Long Live The Queen 	5,504 	302 	91.50%
291860 	Pit People 	4,460 	233 	91.50%
365720 	Skyrim Script Extender (SKSE) 	697 	13 	91.50%
643270 	OLDTV 	3,777 	189 	91.50%
788770 	Meteor 60 Seconds! 	1,176 	36 	91.48%
259680 	Tales of Maj'Eyal 	2,438 	107 	91.47%
391220 	Rise of the Tomb Raider 	38,156 	2,768 	91.47%
24240 	PAYDAY: The Heist 	34,379 	2,479 	91.45%
260750 	Neighbours from Hell 	1,335 	45 	91.44%
241600 	Rogue Legacy 	13,291 	863 	91.43%
593280 	Cat Quest 	1,750 	68 	91.43%
246620 	Plague Inc: Evolved 	17,742 	1,203 	91.40%
512900 	Streets of Rogue 	4,266 	226 	91.39%
207140 	SpeedRunners 	19,546 	1,349 	91.36%
252950 	Rocket League 	195,496 	16,050 	91.36%
386940 	Ultimate Chicken Horse 	5,759 	329 	91.36%
571880 	Angels with Scaly Wings 	647 	12 	91.35%
465520 	PRICE 	3,731 	194 	91.33%
257850 	Hyper Light Drifter 	9,597 	606 	91.32%
461840 	Zenge 	2,117 	92 	91.32%
50 	Half-Life: Opposing Force 	4,410 	240 	91.31%
4760 	Rome: Total War 	7,021 	421 	91.31%
239140 	Dying Light 	57,099 	4,388 	91.31%
418650 	Space Pirate Trainer 	1,654 	65 	91.31%
224820 	Super House of Dead Ninjas 	1,200 	40 	91.30%
26800 	Braid 	6,147 	362 	91.28%
42910 	Magicka 	19,786 	1,388 	91.28%
247020 	Cook, Serve, Delicious! 	4,072 	219 	91.28%
248610 	Door Kickers 	4,994 	283 	91.26%
214730 	Space Rangers HD: A War Apart 	2,958 	147 	91.24%
296490 	GemCraft - Chasing Shadows 	1,916 	82 	91.24%
4580 	Warhammer 40,000: Dawn of War - Dark Crusade 	2,448 	115 	91.23%
6000 	STAR WARS™ Republic Commando 	5,698 	334 	91.23%
225260 	Brütal Legend 	11,621 	769 	91.23%
6020 	STAR WARS™ Jedi Knight: Jedi Academy™ 	5,192 	299 	91.22%
400630 	Wuppo 	1,102 	36 	91.21%
493900 	Dungeons 3 	4,376 	246 	91.16%
233130 	Shadow Warrior 	17,573 	1,244 	91.15%
351920 	Crazy Machines 3 	1,341 	50 	91.15%
385800 	NEKOPARA Vol. 0 	10,680 	708 	91.15%
32470 	STAR WARS™ Empire at War: Gold Pack 	5,505 	326 	91.14%
461560 	Mandagon 	4,268 	240 	91.13%
207170 	Legend of Grimrock 	4,249 	239 	91.12%
315810 	eden* 	1,636 	68 	91.11%
348250 	Google Earth VR 	1,500 	60 	91.11%
310360 	Higurashi When They Cry Hou - Ch.1 Onikakushi 	1,237 	45 	91.10%
411830 	SENRAN KAGURA SHINOVI VERSUS 	2,804 	142 	91.10%
242760 	The Forest 	86,717 	7,122 	91.06%
8800 	Sid Meier's Civilization IV: Beyond the Sword 	1,251 	47 	91.02%
365300 	Transmissions: Element 120 	7,127 	454 	91.02%
2310 	Quake 	2,176 	104 	91.01%
355980 	Dungeon Warfare 	729 	19 	90.99%
379720 	DOOM 	57,463 	4,643 	90.99%
623940 	HIVESWAP: ACT 1 	2,622 	134 	90.98%
9450 	Warhammer 40,000: Dawn of War - Soulstorm 	4,110 	237 	90.97%
250050 	Life Goes On 	932 	30 	90.95%
284770 	Enigmatis 2: The Mists of Ravenwood 	778 	22 	90.94%
382490 	Relic Hunters Zero 	5,287 	324 	90.94%
238960 	Path of Exile 	54,902 	4,463 	90.93%
377860 	Mushihimesama 	718 	19 	90.93%
50300 	Spec Ops: The Line 	27,969 	2,160 	90.91%
538680 	The Legend of Heroes: Trails of Cold Steel 	1,532 	66 	90.89%
701930 	Short Stories Collection of Class Tangerine 	313 	1 	90.89%
6860 	Hitman: Blood Money 	5,167 	319 	90.88%
230290 	Universe Sandbox ² 	4,821 	293 	90.88%
342560 	Airships: Conquer the Skies 	1,177 	45 	90.87%
394970 	DEADBOLT 	1,901 	90 	90.86%
380 	Half-Life 2: Episode One 	6,607 	429 	90.85%
533300 	Zup! 	5,361 	335 	90.85%
518580 	Accounting 	1,832 	86 	90.84%
274520 	Darkwood 	2,871 	156 	90.83%
332200 	Axiom Verge 	2,765 	149 	90.82%
362890 	Black Mesa 	11,039 	782 	90.81%
4560 	Company of Heroes - Legacy Edition 	4,655 	286 	90.80%
270370 	Lambda Wars Beta 	2,613 	140 	90.78%
311690 	Enter the Gungeon 	15,389 	1,141 	90.78%
497640 	Trick & Treat 	1,305 	54 	90.78%
255710 	Cities: Skylines 	54,214 	4,509 	90.77%
310080 	Hatoful Boyfriend 	5,010 	314 	90.77%
266210 	One Way Heroics 	3,290 	188 	90.76%
38410 	Fallout 2 	3,941 	236 	90.75%
261820 	Estranged: Act I 	5,474 	351 	90.74%
571310 	SteamWorld Dig 2 	994 	36 	90.74%
600370 	Paradigm 	464 	8 	90.74%
664180 	Draw Puzzle 	484 	9 	90.73%
98800 	Dungeons of Dredmor 	3,748 	223 	90.72%
10090 	Call of Duty: World at War 	17,898 	1,367 	90.70%
214490 	Alien: Isolation 	22,230 	1,738 	90.70%
39140 	FINAL FANTASY VII 	10,912 	787 	90.69%
603960 	Monolith 	343 	3 	90.69%
230270 	N++ 	1,432 	64 	90.66%
365450 	Hacknet 	8,151 	567 	90.66%
532110 	Rusty Lake: Roots 	1,478 	67 	90.66%
3720 	Evil Genius 	1,692 	81 	90.65%
269770 	Secrets of Grindea 	3,203 	187 	90.63%
21090 	F.E.A.R. 	5,651 	373 	90.62%
639780 	DEEP SPACE WAIFU: FLAT JUSTICE 	1,000 	38 	90.61%
405820 	Turok 	1,414 	64 	90.60%
648390 	Marie's Room 	1,646 	79 	90.60%
41060 	Serious Sam Classic: The Second Encounter 	681 	20 	90.59%
206420 	Saints Row IV 	50,999 	4,336 	90.59%
236930 	Blackwell Epiphany 	445 	8 	90.59%
298030 	Total Annihilation 	1,111 	45 	90.59%
409160 	Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist 	7,255 	502 	90.59%
282800 	100% Orange Juice 	8,684 	619 	90.58%
352520 	The Silent Age 	4,118 	259 	90.55%
217200 	Worms Armageddon 	3,057 	180 	90.54%
253030 	Race The Sun 	5,057 	332 	90.54%
395170 	DISTRAINT: Deluxe Edition 	3,899 	243 	90.54%
562860 	Ion Maiden 	616 	17 	90.53%
636480 	Ravenfield 	5,689 	382 	90.53%
32360 	The Secret of Monkey Island: Special Edition 	1,943 	101 	90.52%
589120 	Danganronpa V3: Killing Harmony Demo Ver. 	1,346 	61 	90.52%
449960 	Book of Demons 	1,692 	84 	90.51%
241930 	Middle-earth™: Shadow of Mordor™ 	48,234 	4,137 	90.50%
469790 	Linelight 	347 	4 	90.50%
597170 	Clone Drone in the Danger Zone 	1,218 	53 	90.50%
207350 	Ys Origin 	1,684 	84 	90.49%
47810 	Dragon Age: Origins - Ultimate Edition 	8,282 	596 	90.48%
398710 	Timberman 	4,975 	329 	90.48%
230410 	Warframe 	167,777 	15,482 	90.47%
283960 	Pajama Sam in No Need to Hide When It's Dark Outside 	532 	13 	90.47%
541570 	Sally Face 	749 	25 	90.46%
587650 	Half-Life 2: DownFall 	1,145 	49 	90.46%
233610 	Distance 	3,237 	197 	90.45%
616250 	Crystalline 	342 	4 	90.45%
94200 	Jamestown 	1,883 	99 	90.43%
204880 	Sins of a Solar Empire: Rebellion 	7,066 	501 	90.43%
251370 	Escape Goat 	545 	14 	90.43%
322770 	Vanishing Realms 	2,067 	112 	90.43%
238210 	System Shock 2 	3,929 	251 	90.42%
637850 	Confess My Love 	2,863 	170 	90.42%
35450 	Rising Storm/Red Orchestra 2 Multiplayer 	25,340 	2,096 	90.41%
256290 	Child of Light 	9,412 	701 	90.39%
261180 	Lethal League 	4,673 	311 	90.39%
2100 	Dark Messiah of Might & Magic Single Player 	3,836 	246 	90.37%
221260 	Little Inferno 	6,149 	433 	90.34%
264380 	Narcissu 1st & 2nd 	2,721 	163 	90.32%
388880 	Oxenfree 	5,353 	370 	90.32%
563560 	Alien Swarm: Reactive Drop 	6,413 	457 	90.31%
4570 	Warhammer 40,000: Dawn of War - Game of the Year Edition 	3,024 	187 	90.29%
384190 	ABZÛ 	13,745 	1,090 	90.29%
407310 	NEKO-NIN exHeart 	522 	14 	90.25%
676820 	Subsurface Circular 	699 	24 	90.25%
214770 	Guacamelee! Gold Edition 	4,729 	325 	90.23%
712730 	SIMULACRA 	405 	8 	90.23%
41000 	Serious Sam HD: The First Encounter 	3,555 	231 	90.22%
6060 	Star Wars: Battlefront 2 (Classic, 2005) 	26,907 	2,305 	90.20%
17450 	Dragon Age: Origins 	5,466 	387 	90.20%
738060 	Freddy Fazbear's Pizzeria Simulator 	6,009 	433 	90.19%
270210 	Melody's Escape 	3,959 	265 	90.18%
272040 	KAMI 	976 	42 	90.17%
233980 	Unepic 	5,459 	389 	90.16%
421120 	Samorost 3 	1,613 	86 	90.15%
2990 	FlatOut 2 	4,354 	300 	90.13%
483980 	Mad Father 	827 	33 	90.13%
95400 	ibb & obb 	2,725 	170 	90.12%
263980 	Out There Somewhere 	6,041 	441 	90.12%
252610 	Death Road to Canada 	2,667 	166 	90.11%
253750 	Ikaruga 	1,290 	64 	90.11%
32460 	Monkey Island 2: Special Edition 	1,054 	48 	90.10%
428080 	Racket: Nx 	288 	3 	90.10%
249130 	LEGO® MARVEL Super Heroes 	8,244 	634 	90.08%
305620 	The Long Dark 	36,086 	3,220 	90.08%
235460 	METAL GEAR RISING: REVENGEANCE 	12,678 	1,035 	90.04%
250600 	The Plan 	19,195 	1,636 	90.03%
385250 	Paint it Back 	324 	5 	90.02%
8190 	Just Cause 2 	30,940 	2,757 	90.01%
396650 	ACE Academy 	870 	37 	90.01%
722730 	Cogmind 	382 	8 	90.00%
252110 	Lovers in a Dangerous Spacetime 	1,528 	83 	89.99%
426690 	Narcissu 10th Anniversary Anthology Project 	279 	3 	89.99%
569860 	Thimbleweed Park 	1,664 	93 	89.99%
2270 	Wolfenstein 3D 	1,524 	83 	89.98%
270880 	American Truck Simulator 	18,928 	1,625 	89.98%
227080 	Papo & Yo 	2,325 	144 	89.96%
242820 	140 	3,116 	207 	89.96%
552080 	IronWolf VR 	319 	5 	89.96%
250500 	Super Amazing Wagon Adventure 	1,635 	92 	89.94%
748490 	The Legend of Heroes: Trails of Cold Steel II 	487 	14 	89.94%
279800 	Grim Legends 2: Song of the Dark Swan 	685 	26 	89.93%
359390 	Amnesia™: Memories 	1,579 	88 	89.93%
2200 	Quake III Arena 	1,163 	58 	89.92%
33930 	Arma 2: Operation Arrowhead 	17,156 	1,472 	89.92%
356670 	Spooky's Jump Scare Mansion 	8,483 	672 	89.92%
311190 	Super Panda Adventures 	600 	21 	89.90%
439490 	BLUE REVOLVER 	202 	0 	89.90%
523780 	Emily is Away Too 	2,567 	165 	89.90%
712840 	King Exit 	1,243 	64 	89.90%
221910 	The Stanley Parable 	30,002 	2,710 	89.89%
570840 	Nekojishi 	1,952 	117 	89.89%
635940 	Little Busters! English Edition 	249 	2 	89.89%
34330 	Total War: SHOGUN 2 	19,177 	1,673 	89.87%
795100 	Friday the 13th: Killer Puzzle 	1,603 	91 	89.87%
304930 	Unturned 	279,111 	28,460 	89.84%
22000 	World of Goo 	3,200 	219 	89.83%
22120 	Penumbra: Black Plague 	1,269 	67 	89.83%
488310 	Eleven: Table Tennis VR 	929 	43 	89.83%
2280 	The Ultimate DOOM 	3,158 	216 	89.82%
253110 	The Cat Lady 	3,182 	218 	89.82%
278360 	A Story About My Uncle 	10,170 	837 	89.82%
224480 	Octodad: Dadliest Catch 	6,079 	468 	89.81%
268130 	Heat Signature 	2,541 	166 	89.81%
447020 	Farming Simulator 17 	8,576 	692 	89.81%
7760 	X-COM: UFO Defense 	1,998 	123 	89.80%
219990 	Grim Dawn 	21,433 	1,907 	89.80%
512490 	Zombie Estate 2 	220 	1 	89.80%
284850 	Grim Legends: The Forsaken Bride 	802 	35 	89.78%
564710 	Soda Dungeon 	3,116 	214 	89.78%
3320 	Insaniquarium! Deluxe 	933 	44 	89.77%
286690 	Metro 2033 Redux 	21,067 	1,885 	89.75%
71340 	Sonic Generations 	6,229 	487 	89.74%
250110 	Assault Android Cactus 	1,166 	61 	89.74%
414340 	Hellblade: Senua's Sacrifice 	13,357 	1,148 	89.73%
673130 	AMID EVIL 	238 	2 	89.73%
17520 	Synergy 	4,187 	308 	89.72%
324680 	Impossible Creatures 	640 	25 	89.71%
589590 	Kindergarten 	1,819 	111 	89.71%
222880 	Insurgency 	78,532 	7,727 	89.70%
530390 	Slayaway Camp 	528 	18 	89.70%
723090 	Meltys Quest 	391 	10 	89.69%
108710 	Alan Wake 	20,512 	1,851 	89.68%
243970 	Invisible, Inc. 	3,217 	227 	89.67%
342580 	12 Labours of Hercules 	2,280 	149 	89.67%
211420 	DARK SOULS™: Prepare To Die Edition 	61,456 	5,996 	89.66%
284390 	The Last Door - Collector's Edition 	1,109 	58 	89.66%
452570 	Battle Chef Brigade 	406 	11 	89.66%
511680 	Fate/EXTELLA 	2,179 	141 	89.66%
457210 	SEUM: Speedrunners from Hell 	739 	32 	89.65%
553640 	ICEY 	15,379 	1,362 	89.62%
744190 	Rusty Lake Paradise 	673 	28 	89.61%
744810 	A Raven Monologue 	920 	45 	89.61%
246900 	Viscera Cleanup Detail 	5,933 	471 	89.60%
475150 	Titan Quest Anniversary Edition 	8,734 	730 	89.60%
303310 	The House in Fata Morgana 	327 	7 	89.58%
452440 	Flowers -Le volume sur printemps- 	363 	9 	89.58%
405830 	Turok 2: Seeds of Evil 	828 	39 	89.57%
65800 	Dungeon Defenders 	10,275 	881 	89.56%
285440 	Crimzon Clover WORLD IGNITION 	968 	49 	89.56%
387340 	Hyperdimension Neptunia U: Action Unleashed 	2,121 	139 	89.56%
252410 	SteamWorld Dig 	3,802 	283 	89.55%
259080 	Just Cause 2: Multiplayer Mod 	11,877 	1,035 	89.55%
388090 	Five Nights at Freddy's 4 	6,397 	517 	89.55%
7200 	TrackMania United 	866 	42 	89.54%
40950 	Stronghold HD 	2,606 	180 	89.54%
