AppID	Name	Positive	Negative	Rating
510830 	Citadel 1986 	13 	1 	73.89%
516790 	Fat Mask 	13 	1 	73.89%
517230 	Spinning Maze 	13 	1 	73.89%
530550 	Bubble Jungle 	13 	1 	73.89%
548680 	Iron Crypticle 	35 	6 	73.89%
554870 	SUPERHYPERCUBE 	13 	1 	73.89%
561510 	DragoDino 	13 	1 	73.89%
572630 	LyraVR 	13 	1 	73.89%
577760 	Tears of a Dragon 	13 	1 	73.89%
578690 	Dog Duty 	13 	1 	73.89%
578870 	MegaGlest 	13 	1 	73.89%
586430 	Spheroids 	13 	1 	73.89%
589060 	Trapper Knight, Sharpshooter Princess 	13 	1 	73.89%
616690 	BRKÖUT 	13 	1 	73.89%
618570 	Pixel Arcade 	13 	1 	73.89%
624690 	NEXT JUMP: Shmup Tactics 	35 	6 	73.89%
630400 	Explottens 	13 	1 	73.89%
636950 	MarksmanVR 	13 	1 	73.89%
643570 	Avatar Of The Wolf 	13 	1 	73.89%
645500 	Cat Sorter VR 	13 	1 	73.89%
646280 	Too Many Weapons 	13 	1 	73.89%
660070 	Chromatic 	13 	1 	73.89%
667760 	Super Lumi Live 	13 	1 	73.89%
682630 	Box Maze 2 : Agent Cubert 	13 	1 	73.89%
691250 	Charlie the Duck 	13 	1 	73.89%
691930 	MSI Electric City: Core Assault 	35 	6 	73.89%
712970 	Clad in Iron: Philippines 1898 	13 	1 	73.89%
714610 	Google Spotlight Stories: Rain or Shine 	13 	1 	73.89%
726510 	Heads Run 	13 	1 	73.89%
746280 	Alpha Locus VR 	13 	1 	73.89%
760350 	Star Sweet 	13 	1 	73.89%
793200 	Escape the Darkness 	35 	6 	73.89%
797680 	SaveHer! 	13 	1 	73.89%
799110 	Picrastination 	13 	1 	73.89%
802040 	Captive 	13 	1 	73.89%
806660 	Dollal Simulator 2018 	13 	1 	73.89%
815150 	Knight Bewitched 	13 	1 	73.89%
823920 	Kawaii Rainbow Portal 	13 	1 	73.89%
844420 	Demon's Rise - Lords of Chaos 	35 	6 	73.89%
334840 	Drive to Hell 	47 	9 	73.88%
443450 	LASTFIGHT 	47 	9 	73.88%
495290 	AccuRC 2 	47 	9 	73.88%
591930 	Genesia Legacy: Ultimate Domain 	47 	9 	73.88%
654690 	Bermuda - Lost Survival 	128 	31 	73.88%
707580 	AFFECTED: The Manor 	47 	9 	73.88%
286280 	Steel Armor: Blaze of War 	142 	35 	73.87%
366270 	SHOCK TROOPERS 	43 	8 	73.87%
388720 	Link: The Unleashed Nexus 	43 	8 	73.87%
443650 	Wailing Heights 	39 	7 	73.87%
452120 	Midvinter 	43 	8 	73.87%
619210 	4D Toys 	43 	8 	73.87%
288040 	Actual Sunlight 	348 	96 	73.85%
383230 	Dungeon Souls 	1,322 	402 	73.85%
374830 	Defend The Highlands 	197 	51 	73.84%
555610 	Gunmetal Arcadia Zero 	66 	14 	73.84%
669580 	The Ultimatest Battle 	318 	87 	73.84%
19900 	Far Cry 2 	4,597 	1,476 	73.83%
98600 	Demolition, Inc. 	190 	49 	73.83%
371550 	A Bastard's Tale 	131 	32 	73.83%
371660 	Far Cry Primal 	7,076 	2,304 	73.82%
450190 	Maze Lord 	145 	36 	73.82%
255220 	GRID Autosport 	4,657 	1,498 	73.81%
258760 	Scania Truck Driving Simulator 	709 	208 	73.81%
288370 	Strike Suit Zero: Director's Cut 	217 	57 	73.81%
310380 	Fractured Space 	8,945 	2,932 	73.81%
494600 	EARTH'S DAWN 	88 	20 	73.81%
657630 	Fidget Spinner 	254 	68 	73.81%
285500 	Hard Truck Apocalypse / Ex Machina 	810 	240 	73.80%
331190 	Master Spy 	162 	41 	73.79%
223510 	Miasmata 	695 	204 	73.78%
342200 	MechWarrior Online 	3,789 	1,212 	73.78%
423620 	Hero Defense 	330 	91 	73.78%
603940 	Pixel Shopkeeper 	95 	22 	73.78%
243360 	TrackMania² Valley 	270 	73 	73.77%
466800 	The Dope Game 	127 	31 	73.77%
2800 	X2: The Threat 	189 	49 	73.76%
266940 	Alex Hunter - Lord of the Mind 	189 	49 	73.76%
338140 	Venetica 	189 	49 	73.76%
388410 	Darksiders II Deathinitive Edition 	4,094 	1,315 	73.76%
8140 	Tomb Raider: Underworld 	1,413 	434 	73.75%
40980 	Stronghold Legends 	326 	90 	73.75%
204580 	Rotastic 	22 	3 	73.75%
305880 	Leona's Tricky Adventures 	22 	3 	73.75%
391030 	Hard to Be a God 	22 	3 	73.75%
454130 	Nil-Ninjahtic: Ronin 	22 	3 	73.75%
456690 	Weather Lord: Following the Princess Collector's Edition 	22 	3 	73.75%
509780 	Fire Arrow Plus 	22 	3 	73.75%
588620 	Mary Le Chef - Cooking Passion 	22 	3 	73.75%
601180 	Doug and Lily 	22 	3 	73.75%
606330 	Shadows 2: Perfidia 	102 	24 	73.75%
630020 	TheFirstClass VR / 第一课 VR 	22 	3 	73.75%
678820 	Gun-Running War Dogs 	22 	3 	73.75%
771410 	You Will Never Get This Achievement 	22 	3 	73.75%
485610 	Ball 3D: Soccer Online 	1,564 	483 	73.74%
254480 	Obscure 2 	209 	55 	73.73%
339580 	Ember 	378 	106 	73.73%
360700 	With Your Destiny 	144 	36 	73.73%
336150 	Virtual Pool 4 	137 	34 	73.72%
378540 	The Surge 	2,229 	701 	73.72%
425220 	ONE PIECE BURNING BLOOD 	1,302 	399 	73.72%
25620 	Eschalon: Book 2 	54 	11 	73.71%
382920 	RETSNOM 	54 	11 	73.71%
404510 	Heaven's Hope 	54 	11 	73.71%
243780 	PixelJunk™ Monsters Ultimate 	593 	173 	73.70%
647830 	LEGO® MARVEL Super Heroes 2 	500 	144 	73.70%
699700 	DYING: Reborn 	69 	15 	73.70%
305780 	Echo of the Wilds 	105 	25 	73.68%
363790 	Egg Returns Home 	393 	111 	73.68%
525360 	Shio 	807 	241 	73.68%
206020 	Avernum 4 	50 	10 	73.66%
273600 	Descent: Freespace - The Great War 	119 	29 	73.66%
527470 	Donuts'n'Justice 	50 	10 	73.66%
34190 	Sonic and SEGA All Stars Racing 	489 	141 	73.65%
224040 	LocoCycle 	191 	50 	73.65%
333760 	Vintage Year 	65 	14 	73.65%
772700 	MatchyGotchy 	65 	14 	73.65%
549080 	Tank Warfare: Tunisia 1943 	76 	17 	73.64%
31260 	Sam & Max 305: The City that Dares not Sleep 	26 	4 	73.63%
216670 	Great Big War Game 	26 	4 	73.63%
338330 	Super Treasure Arena 	26 	4 	73.63%
358210 	Monster Bash 	26 	4 	73.63%
406780 	Welcome to Boon Hill 	26 	4 	73.63%
440800 	Trial by Viking 	26 	4 	73.63%
448780 	Sixtieth Kilometer 	998 	303 	73.63%
464650 	Runbow 	26 	4 	73.63%
524540 	Samurai of Hyuga 	26 	4 	73.63%
545830 	Princess of Tavern Collector's Edition 	26 	4 	73.63%
601400 	qb 	26 	4 	73.63%
649170 	The Seasons 	26 	4 	73.63%
710760 	High Noon VR 	26 	4 	73.63%
726200 	Hostil 	26 	4 	73.63%
1610 	Space Empires IV Deluxe 	101 	24 	73.62%
15930 	Luxor 3 	46 	9 	73.62%
367350 	Demon Hearts 	46 	9 	73.62%
437530 	A Blind Legend 	122 	30 	73.61%
447170 	Destiny's Princess: A War Story, A Love Story 	115 	28 	73.61%
285070 	Between Me and The Night 	503 	146 	73.59%
308360 	LogiGun 	42 	8 	73.59%
498240 	Batman - The Telltale Series 	5,341 	1,748 	73.59%
528660 	Spin Rush 	237 	64 	73.59%
657200 	Hand Simulator 	4,999 	1,632 	73.59%
669320 	Nation War:Chronicles 	170 	44 	73.59%
680980 	HEADLINER 	170 	44 	73.59%
744430 	Deep GachiGASM 	61 	13 	73.59%
18070 	The Baconing 	146 	37 	73.58%
280140 	Millennium - A New Hope 	180 	47 	73.58%
543100 	Beat The Game 	72 	16 	73.58%
294720 	Putt-Putt and Fatty Bear's Activity Pack 	38 	7 	73.57%
332630 	The Guilt and the Shadow 	30 	5 	73.57%
375930 	Trap Them 	30 	5 	73.57%
421610 	XBlaze Code: Embryo 	38 	7 	73.57%
427030 	軒轅劍外傳穹之扉(The Gate of Firmament) 	739 	221 	73.57%
485920 	Neon Warp 	30 	5 	73.57%
522730 	God Of Arrows VR 	30 	5 	73.57%
529870 	Microgons 	30 	5 	73.57%
574270 	Lost Grimoires 2: Shard of Mystery 	38 	7 	73.57%
588090 	Starving 	38 	7 	73.57%
620170 	Icarus Starship Command Simulator 	30 	5 	73.57%
689570 	BattleCore Arena 	30 	5 	73.57%
713940 	Blaster Cop 	30 	5 	73.57%
778050 	Revenge of the Headless 	38 	7 	73.57%
310740 	NEON STRUCT 	156 	40 	73.56%
424640 	Karaski: What Goes Up... 	34 	6 	73.56%
425070 	Asteroids Minesweeper 	34 	6 	73.56%
490880 	Robot Legions Reborn 	34 	6 	73.56%
531960 	Bloody Walls 	695 	207 	73.56%
588410 	Virtual Sports 	34 	6 	73.56%
666070 	Grav Grav Gravity 	34 	6 	73.56%
696650 	BLACK DAY 	34 	6 	73.56%
715370 	Fidget Spinner Editor 	34 	6 	73.56%
740790 	Goldmine 	34 	6 	73.56%
284240 	Maize 	894 	271 	73.55%
330770 	Radial-G : Racing Revolved 	104 	25 	73.55%
331720 	Survivor Squad: Gauntlets 	118 	29 	73.55%
346630 	Plazma Being 	276 	76 	73.55%
601650 	My Name is You 	183 	48 	73.55%
378080 	Rack N Ruin 	57 	12 	73.53%
554800 	Masky 	57 	12 	73.53%
636570 	Nights of Azure 2 	142 	36 	73.53%
3800 	Advent Rising 	236 	64 	73.52%
201330 	Max Payne (IT) 	68 	15 	73.52%
288840 	Haunted Past: Realm of Ghosts 	68 	15 	73.52%
423320 	Pendragon Rising 	68 	15 	73.52%
104900 	ORION: Prelude 	22,116 	7,524 	73.51%
345240 	SHOGUN: Total War™ - Gold Edition 	169 	44 	73.51%
468800 	Arkshot 	86 	20 	73.51%
234940 	The 39 Steps 	919 	280 	73.49%
253920 	Gorky 17 	770 	232 	73.49%
389050 	Pocket Rumble 	121 	30 	73.49%
390910 	Collisions 	121 	30 	73.49%
416640 	Diabolical 	93 	22 	73.49%
23460 	Ceville 	75 	17 	73.47%
449440 	The Big Elk 	155 	40 	73.47%
470270 	Tribal Pass 	192 	51 	73.47%
532770 	Time Leap Paradise SUPER LIVE! 	155 	40 	73.47%
222640 	Aarklash: Legacy 	448 	130 	73.46%
31190 	Tales of Monkey Island: Chapter 3 - Lair of the Leviathan 	17 	2 	73.45%
95300 	Capsized 	684 	205 	73.45%
274310 	Always Sometimes Monsters 	1,643 	518 	73.45%
336700 	Elastrix 	17 	2 	73.45%
339720 	Debugger 3.16: Hack'n'Run 	17 	2 	73.45%
357750 	Damn virgins 	17 	2 	73.45%
374150 	Concealed Intent 	17 	2 	73.45%
376770 	Big Thinkers 1st Grade 	17 	2 	73.45%
392260 	Rogue Wizards 	131 	33 	73.45%
403510 	Fairy Tale Mysteries 2: The Beanstalk 	148 	38 	73.45%
424010 	Crudelis 	17 	2 	73.45%
428060 	Millia -The ending- 	17 	2 	73.45%
445070 	Tatsu 	17 	2 	73.45%
463540 	StreetCraft 	17 	2 	73.45%
490170 	Mind OVR Matter 	17 	2 	73.45%
521540 	This World Unknown 	17 	2 	73.45%
521720 	Uncharted Waters 	17 	2 	73.45%
528700 	Cerdocornio 	17 	2 	73.45%
550580 	Sticker Craft 	64 	14 	73.45%
557830 	My Pet Rock 	17 	2 	73.45%
573370 	Tyler: Model 005 	17 	2 	73.45%
575690 	PARKAN: THE IMPERIAL CHRONICLES 	17 	2 	73.45%
603420 	Caveman Warriors 	17 	2 	73.45%
606190 	Nighthaw-X3000 	17 	2 	73.45%
618350 	Personal Disco VR 	17 	2 	73.45%
625820 	Bionic Battle Mutants 	17 	2 	73.45%
629040 	Skytropolis 	17 	2 	73.45%
644370 	Howard Phillips Lovecar 	17 	2 	73.45%
684870 	Spiral Splatter 	17 	2 	73.45%
704680 	AMPLITUDE: A Visual Novel 	17 	2 	73.45%
717330 	Halloween Pumpkin Story 	17 	2 	73.45%
749730 	While You Are Downloading 	17 	2 	73.45%
757040 	Desert Golfing 	17 	2 	73.45%
785140 	Toy Seeker 	17 	2 	73.45%
797200 	International Space Station Tour VR 	17 	2 	73.45%
329380 	Stealth Inc 2 	643 	192 	73.44%
360450 	Kiai Resonance 	124 	31 	73.44%
41740 	Cargo! - The quest for gravity 	251 	69 	73.43%
209870 	Blacklight: Retribution 	11,979 	4,042 	73.43%
481110 	The Bunker 	329 	93 	73.43%
247000 	Talisman: Digital Edition 	2,616 	843 	73.42%
431230 	Tiny Guardians 	89 	21 	73.42%
640330 	REPTILOIDS 	89 	21 	73.42%
722180 	SURV1V3 	89 	21 	73.42%
298930 	Darkness Within: In Pursuit of Loath Nolder 	244 	67 	73.41%
338800 	Seven Kingdoms 2 HD 	144 	37 	73.39%
457890 	TumbleSeed 	127 	32 	73.39%
297860 	Split/Second 	575 	171 	73.38%
402880 	Age of Barbarian Extended Cut 	273 	76 	73.38%
327440 	Hail to the King: Deathbat 	137 	35 	73.37%
337820 	The Mims Beginning 	154 	40 	73.37%
376560 	Big Fish Legend 	78 	18 	73.37%
231430 	Company of Heroes 2 	27,734 	9,552 	73.36%
320840 	Wings! Remastered Edition 	240 	66 	73.36%
764570 	Beavers Be Dammed 	45 	9 	73.36%
8890 	Freedom Force vs. the 3rd Reich 	106 	26 	73.35%
226740 	Monster Loves You! 	794 	242 	73.35%
321920 	Schein 	187 	50 	73.34%
324740 	The Warlock of Firetop Mountain 	298 	84 	73.34%
517000 	Sakura Shrine Girls 	99 	24 	73.34%
584370 	The Trail: Frontier Challenge 	99 	24 	73.34%
638070 	Murderous Pursuits 	99 	24 	73.34%
312650 	Battlezone 	123 	31 	73.33%
330460 	Celestial Command 	210 	57 	73.33%
292930 	Black Mirror I 	403 	117 	73.32%
270050 	Quest of Dungeons 	444 	130 	73.31%
392920 	Arvale 	56 	12 	73.31%
420790 	StarBreak 	672 	203 	73.31%
339590 	Crowman & Wolfboy 	41 	8 	73.30%
419090 	Vector Strain 	41 	8 	73.30%
544190 	Book Series - Alice in Wonderland 	41 	8 	73.30%
576470 	ANIMALITY 	374 	108 	73.30%
775890 	Golf Extreme 	41 	8 	73.30%
326120 	Horizon Shift 	216 	59 	73.29%
335070 	VRC PRO 	193 	52 	73.29%
555940 	Fairyland: Fairy Power 	74 	17 	73.29%
261680 	Journal 	258 	72 	73.27%
278510 	JUDGEMENT SILVERSWORD - Resurrection - 	21 	3 	73.27%
279540 	Pretentious Game 	219 	60 	73.27%
324510 	Boundless 	574 	172 	73.27%
332880 	Don't Shoot Yourself! 	21 	3 	73.27%
336840 	Color Guardians 	21 	3 	73.27%
340880 	Solar War 	21 	3 	73.27%
355490 	Stratus: Battle for the Sky 	21 	3 	73.27%
371420 	Teddy Floppy Ear - The Race 	571 	171 	73.27%
377070 	Noctropolis 	21 	3 	73.27%
384890 	Hack Run ZERO 	21 	3 	73.27%
415990 	Lightbender 	21 	3 	73.27%
429260 	Super Intergalactic Gang 	21 	3 	73.27%
458920 	Carnival Games® VR 	95 	23 	73.27%
460560 	Blamdown Udder Fury 	21 	3 	73.27%
508410 	SKIPCHASER 	21 	3 	73.27%
523150 	Mahjong World Contest 	21 	3 	73.27%
572220 	MageQuit 	21 	3 	73.27%
602010 	Plank not included 	21 	3 	73.27%
620710 	TankBlitz 	21 	3 	73.27%
662840 	Abo Khashem 	21 	3 	73.27%
720630 	Space Leprechaun 	21 	3 	73.27%
809050 	Sherlock Holmes: Trap for the Hunter 	21 	3 	73.27%
843660 	Rogue Agent 	21 	3 	73.27%
36240 	Kuros 	7 	0 	73.26%
37340 	Fitness Dash 	7 	0 	73.26%
239720 	PAC-MAN™ and the Ghostly Adventures 	119 	30 	73.26%
365510 	Flip 	7 	0 	73.26%
375870 	SLIDE: platformer 	7 	0 	73.26%
381250 	Stardrift Nomads 	7 	0 	73.26%
384230 	Block Party Sports 	7 	0 	73.26%
395190 	Reiner Knizia's The Confrontation 	7 	0 	73.26%
399240 	XNemesis 	7 	0 	73.26%
431320 	Recourse Demo 	7 	0 	73.26%
449420 	Mini's Magic World 	7 	0 	73.26%
449560 	Space Ranger ASK 	7 	0 	73.26%
451540 	Snakes on an Extradimensional Plane 	7 	0 	73.26%
471220 	Don't Drop the Bass 	7 	0 	73.26%
493670 	Valkyrius Prime 	7 	0 	73.26%
496540 	Zone of Lacryma 	7 	0 	73.26%
504620 	Grid Legion, Storm 	7 	0 	73.26%
521320 	Final Warrior Quest 	7 	0 	73.26%
536690 	AENTITY 	7 	0 	73.26%
542880 	Byte Family 	7 	0 	73.26%
545850 	Shady Brook - A Dark Mystery Text Adventure 	7 	0 	73.26%
550560 	Chilie 	7 	0 	73.26%
556960 	Lost Wing 	7 	0 	73.26%
571430 	Drone Hero 	7 	0 	73.26%
578060 	Noda 	7 	0 	73.26%
584040 	Journey: Benjamin's Adventures 	7 	0 	73.26%
584860 	Surfasaurus 	7 	0 	73.26%
596380 	Coffee Crisis 	7 	0 	73.26%
599430 	War of Castle VR 	7 	0 	73.26%
601130 	Spark 	7 	0 	73.26%
617430 	A Butterfly in the District of Dreams 	7 	0 	73.26%
619220 	GoBlock's Impossible Medley 	7 	0 	73.26%
622230 	Impulse: Space Combat 	7 	0 	73.26%
640290 	Super Multitasking 	7 	0 	73.26%
648190 	Aliens In The Yard 	7 	0 	73.26%
649120 	Magician's Gambit 	7 	0 	73.26%
653780 	Defend Your Kingdom 	7 	0 	73.26%
654600 	PowBall Renaissance 	7 	0 	73.26%
658770 	Dreamals: Dream Quest 	7 	0 	73.26%
658870 	EXIT 2 - Directions 	7 	0 	73.26%
660980 	Quantum Wizard 	7 	0 	73.26%
661440 	Prelude for a Dream 	7 	0 	73.26%
667550 	PION 	7 	0 	73.26%
669830 	Asteroids Millennium 	7 	0 	73.26%
671330 	Lit the Torch 	7 	0 	73.26%
672690 	The Nothing 	7 	0 	73.26%
673740 	Space Battlecruiser 	7 	0 	73.26%
673870 	Math Combat Challenge 	7 	0 	73.26%
673970 	MuX 	7 	0 	73.26%
674210 	Rush to Adventure 	7 	0 	73.26%
680890 	Where the Money Is 	7 	0 	73.26%
681530 	NOISZ 	7 	0 	73.26%
684980 	Sudokube 	7 	0 	73.26%
685050 	Spartan 	7 	0 	73.26%
688720 	Infinity Fall 	7 	0 	73.26%
694670 	Charpi 	7 	0 	73.26%
697910 	Temple Raid 	7 	0 	73.26%
701810 	Epic Dumpster Bear 	7 	0 	73.26%
703310 	Hidden & Dangerous: Action Pack 	7 	0 	73.26%
708870 	Reginald Does His Thang 	7 	0 	73.26%
713310 	Gambol 	7 	0 	73.26%
716150 	Nakawak 	7 	0 	73.26%
716190 	Animalia - The Quiz Game 	7 	0 	73.26%
717540 	De Mambo 	7 	0 	73.26%
720730 	Without Escape 	7 	0 	73.26%
721740 	Sea Of Fatness 	7 	0 	73.26%
722910 	LightTrack 	7 	0 	73.26%
732770 	Knight Terrors 	7 	0 	73.26%
734820 	Protect Me 	7 	0 	73.26%
748970 	Zen Chess: Mate in One 	7 	0 	73.26%
750780 	Christmas Puzzle 2 	7 	0 	73.26%
751730 	Tennis Arcade VR 	7 	0 	73.26%
751950 	TACTICAL 	7 	0 	73.26%
752180 	One Night 	7 	0 	73.26%
756790 	cityglitch 	7 	0 	73.26%
759260 	Go All Out 	7 	0 	73.26%
775270 	They have HORNS 	7 	0 	73.26%
775690 	Platform Golf 	7 	0 	73.26%
785480 	Titanic: Adventure Out Of Time 	7 	0 	73.26%
789260 	Unmoor 	7 	0 	73.26%
792320 	Sunburnt 	7 	0 	73.26%
800640 	Xtreme Paddleball 	7 	0 	73.26%
804400 	A Turd's Life 	7 	0 	73.26%
809680 	Panzer Hearts - Visual Novel 	7 	0 	73.26%
810690 	Colour Box 	7 	0 	73.26%
816770 	The Four Colour Theorem 	7 	0 	73.26%
819330 	Quaddro 2 	7 	0 	73.26%
822700 	Beer and Skittls VR 	7 	0 	73.26%
831060 	Black Jack Story 	7 	0 	73.26%
833690 	Cubesc 	7 	0 	73.26%
834380 	Cube Zone 	7 	0 	73.26%
835520 	Dodge Show 	7 	0 	73.26%
33570 	Patrician III 	248 	69 	73.25%
304910 	Sky Gamblers: Storm Raiders 	146 	38 	73.25%
366210 	Sleep Attack 	37 	7 	73.25%
448170 	Last Dream: World Unknown 	37 	7 	73.25%
502210 	Super Markup Man 	37 	7 	73.25%
575400 	Try Hard Parking 	63 	14 	73.25%
700170 	Deserving Life 	37 	7 	73.25%
25910 	Supreme Ruler 2020: Gold 	129 	33 	73.24%
352130 	Locoland 	52 	11 	73.24%
428350 	Fear Equation 	52 	11 	73.24%
12640 	Drakensang 	189 	51 	73.23%
290000 	DubWars 	189 	51 	73.23%
363360 	Interstellar Rift 	523 	156 	73.23%
2450 	Bloody Good Time 	622 	188 	73.22%
251850 	Master Reboot 	457 	135 	73.22%
425210 	Shadwen 	504 	150 	73.22%
427780 	PERFECT ANGLE: The puzzle game based on optical illusions 	241 	67 	73.22%
558260 	Gravel 	139 	36 	73.22%
202670 	Nancy Drew: Alibi in Ashes 	33 	6 	73.21%
510240 	forma.8 	33 	6 	73.21%
552110 	Puzzle Pirates: Dark Seas 	257 	72 	73.21%
584220 	RunningDead 	70 	16 	73.21%
629540 	Alien Arena: Warriors Of Mars 	33 	6 	73.21%
94610 	Hector: Ep 2 	25 	4 	73.20%
358190 	Blake Stone: Aliens of Gold 	25 	4 	73.20%
364250 	XIIZEAL 	25 	4 	73.20%
401710 	Flinthook 	400 	117 	73.20%
483850 	Guns N' Boxes 	25 	4 	73.20%
526510 	The Hateful Dead 	25 	4 	73.20%
574200 	EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER 	25 	4 	73.20%
603190 	Tank Destroyer 	182 	49 	73.20%
616330 	埋葬 DIG A BOO 	25 	4 	73.20%
685000 	BAE 	25 	4 	73.20%
701860 	The Witch's Isle 	25 	4 	73.20%
3340 	AstroPop Deluxe 	29 	5 	73.19%
296030 	Qasir al-Wasat: International Edition 	29 	5 	73.19%
347330 	HeartZ: Co-Hope Puzzles 	12 	1 	73.19%
356110 	Box Out! 	12 	1 	73.19%
363070 	Let's Explore The Jungle (Junior Field Trips) 	12 	1 	73.19%
370210 	FIRMA 	12 	1 	73.19%
380100 	Flute Master 	12 	1 	73.19%
397400 	HueBots 	12 	1 	73.19%
409910 	The Storm Guard: Darkness is Coming 	91 	22 	73.19%
411390 	Getsuei Gakuen -kou- 	12 	1 	73.19%
411610 	Tick's Tales 	29 	5 	73.19%
412930 	Farm Mania: Hot Vacation 	12 	1 	73.19%
435140 	Rush for gold: Alaska 	29 	5 	73.19%
436500 	Diaries of a Spaceport Janitor 	276 	78 	73.19%
473720 	Mutant Mudds Super Challenge 	12 	1 	73.19%
480410 	Mitch: Berry Challenge 	12 	1 	73.19%
491110 	Duckie Dash 	12 	1 	73.19%
493100 	BellyBots 	29 	5 	73.19%
495750 	Reckpunk 	12 	1 	73.19%
528950 	Nekuia 	12 	1 	73.19%
557790 	Goblet of Maya 	12 	1 	73.19%
563830 	Historium VR - Relive the history of Bruges 	12 	1 	73.19%
567890 	Zero-G 	12 	1 	73.19%
569420 	VRQB 	12 	1 	73.19%
575450 	Graceful Explosion Machine 	12 	1 	73.19%
575990 	Knot 	12 	1 	73.19%
603220 	ROTii 	12 	1 	73.19%
633600 	Creatures Such as We 	12 	1 	73.19%
633660 	Onimod Land 	12 	1 	73.19%
654090 	High clear VR 	29 	5 	73.19%
658230 	Chambered 	12 	1 	73.19%
674960 	Gods of the Fallen Land 	29 	5 	73.19%
682070 	MIND SHIFT 	12 	1 	73.19%
682230 	Sidewords 	12 	1 	73.19%
696060 	Live 	12 	1 	73.19%
708310 	Infinite Gravity 	29 	5 	73.19%
710520 	Super Trashforce 	12 	1 	73.19%
747640 	Harambe Kong 	12 	1 	73.19%
755560 	Arrowpoint 	12 	1 	73.19%
764470 	Gear Path 	12 	1 	73.19%
779360 	Instant Death 	12 	1 	73.19%
781320 	Guns&Notes 	12 	1 	73.19%
793230 	Toxic Townsmen 	12 	1 	73.19%
794190 	Football Russian 20!8 	12 	1 	73.19%
796780 	Star Drift 	12 	1 	73.19%
801810 	PUTIN 20!8 	84 	20 	73.19%
809500 	Brazilian Root 	12 	1 	73.19%
811910 	MRS SNAKE 	12 	1 	73.19%
822530 	Pukan Bye Bye 	29 	5 	73.19%
831090 	OS:Path 	12 	1 	73.19%
586030 	Shardbound 	731 	224 	73.18%
234920 	Dyscourse 	320 	92 	73.16%
328590 	Don't Knock Twice 	135 	35 	73.16%
411740 	Yet Another World 	48 	10 	73.16%
445600 	Void Raiders 	48 	10 	73.16%
488690 	MX Nitro 	59 	13 	73.16%
544610 	Battlestar Galactica Deadlock 	421 	124 	73.16%
550650 	Black Squad 	20,371 	7,053 	73.16%
205690 	1000 Amps 	214 	59 	73.15%
314250 	Jet Gunner 	455 	135 	73.15%
404620 	The Political Machine 2016 	508 	152 	73.15%
3270 	Painkiller Overdose 	386 	113 	73.14%
11340 	Larva Mortus 	517 	155 	73.14%
484950 	EvilMaze 	729 	224 	73.14%
562570 	Access Denied 	101 	25 	73.14%
581650 	Once Upon an All Hallow's Eve 	66 	15 	73.13%
203680 	F1 Race Stars 	615 	187 	73.12%
212740 	TERA 	1,176 	372 	73.12%
259390 	Ballpoint Universe: Infinite 	476 	142 	73.12%
325610 	Total War: ATTILA 	10,847 	3,715 	73.12%
326190 	Alchemy Mysteries: Prague Legends 	716 	220 	73.12%
269690 	RymdResa 	194 	53 	73.11%
333870 	Feel-A-Maze 	80 	19 	73.11%
669630 	Hollowed 	73 	17 	73.11%
263700 	Muffin Knight 	284 	81 	73.10%
407020 	Star Sky - ブルームーン 	131 	34 	73.09%
452710 	Realities 	151 	40 	73.09%
90400 	Blue Toad Murder Files - The Mysteries of Little Riddle 	55 	12 	73.08%
257670 	Elder Sign: Omens 	174 	47 	73.08%
314810 	Randal's Monday 	546 	165 	73.08%
459350 	BATTLESLOTHS 2025: The Great Pizza Wars 	44 	9 	73.08%
479020 	Pirates of the Polygon Sea 	44 	9 	73.08%
708940 	Rebons 	44 	9 	73.08%
25010 	Lugaru HD 	296 	85 	73.07%
460870 	GOD EATER RESURRECTION 	356 	104 	73.07%
408960 	Zombasite 	97 	24 	73.06%
271240 	Offworld Trading Company 	2,455 	807 	73.05%
296930 	Ascendant 	144 	38 	73.05%
297210 	Famaze 	267 	76 	73.04%
386690 	Fantastic Contraption 	193 	53 	73.04%
644080 	Alphabear: Hardcover Edition 	62 	14 	73.04%
695600 	This Grand Life 	90 	22 	73.04%
350810 	Pixel Puzzles 2: Anime 	575 	175 	73.03%
289440 	Perimeter 	76 	18 	73.02%
453750 	Tyto Ecology 	212 	59 	73.01%
13540 	Tom Clancy's Rainbow Six: Vegas 	323 	94 	73.00%
105420 	Ms. Splosion Man 	160 	43 	73.00%
245470 	Democracy 3 	4,242 	1,426 	73.00%
439800 	Clouds & Sheep 2 	40 	8 	73.00%
461710 	Tales Across Time 	40 	8 	73.00%
576740 	FootRock 2 	40 	8 	73.00%
97100 	Section 8: Prejudice 	668 	206 	72.99%
233840 	Worms Clan Wars 	1,602 	519 	72.99%
464230 	Colours of Magic: Aqua Teeter 	51 	11 	72.99%
527420 	Demon Hunter 3: Revelation 	51 	11 	72.99%
727590 	Stickman - Killer of Apples 	51 	11 	72.99%
243950 	Divinity: Dragon Commander 	1,196 	382 	72.98%
351870 	Cultures - 8th Wonder of the World 	120 	31 	72.98%
626680 	Kreedz Climbing 	478 	144 	72.98%
291190 	Heroes of Steel RPG 	153 	41 	72.96%
318600 	The Flame in the Flood 	1,726 	562 	72.96%
248650 	Draw a Stickman: EPIC 	781 	244 	72.95%
